index_items,product_name,category_name,sub_category,brand_name,sale_price,market_price,type_product,rating_product,price_segment
17110,Cheese & Herb Lavash,Bakery Cakes & Dairy,Bakery Snacks,Bon & Bread,167,167,Bread Sticks & Lavash,,Medium
17111,Chef Thai Green Curry,Snacks & Branded Foods,Ready To Cook & Eat,Veeba,119.2,149,Heat & Eat Ready Meals,2.7,Medium
17160,Instant - Rava Upma Mix,Snacks & Branded Foods,Ready To Cook & Eat,Sanketi Adukale,70,70,Heat & Eat Ready Meals,3.8,Low
17161,Beard Growth Oil,Beauty & Hygiene,Men's Grooming,USTRAA,283,399,Moustache & Beard Care,3.8,Medium
17214,Frozen Dessert - Creme Caramel,Bakery Cakes & Dairy,Ice Creams & Desserts,kwality walls,186.15,219,Ice Creams,3.8,Medium
17269,Hair Fall Control Shampoo - Paraben & SLS Free,Beauty & Hygiene,Hair Care,Auravedic,450,450,Shampoo & Conditioner,5,Medium
17271,Dune Plastic Basket 333 With Lid,Cleaning & Household,Bins & Bathroom Ware,Nakoda,199,245,Laundry Storage Baskets,3,Medium
17322,Coconut Oil - Nirmal Cold Press Virgin,Foodgrains Oil & Masala,Edible Oils & Ghee,Klf,328.99,375,Other Edible Oils,4.3,Medium
17324,Gliss Hair Repair Extreme Serum - Deep Repair,Beauty & Hygiene,Hair Care,Schwarzkopf,595,595,Hair Oil & Serum,3.8,High
17347,Lip Therapy - Cherry,Beauty & Hygiene,Skin Care,Lotus Herbals,122.5,175,Lip Care,4,Medium
17374,Pure - Handmade Neem & Aloevera Bathing Bar With Natural Leaves,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,199,199,Bathing Bars & Soaps,1.5,Medium
17427,Nachos Cheese Tortilla Chips,Snacks & Branded Foods,Snacks & Namkeen,Doritos,10,10,Chips & Corn Snacks,4.2,Low
17428,Wet Wipes - Germ Protection On the Go,Beauty & Hygiene,Skin Care,Lifebuoy,112.5,150,Face Care,3.9,Medium
17429,Face Scrub - Anti Pollutant With Activated Charcoal,Beauty & Hygiene,Skin Care,USTRAA,299.25,399,Face & Body,2.6,Medium
17433,Home Kit Box Blister,Cleaning & Household,Stationery,Pidilite,98,99,Scissor Glue & Tape,4.7,Low
17481,Matta Rice - Long Grain,Foodgrains Oil & Masala,Rice & Rice Products,Nirmal,270,290,Boiled & Steam Rice,4.2,Medium
17536,4mm Aluminium Kadai With Handle - Silver,Kitchen Garden & Pets,Cookware & Non Stick,HAZEL,549,799,Kadai & Fry Pans,,High
17538,Ezee 2-in-1 Liquid Detergent + Fabric Conditioner,Cleaning & Household,Detergents & Dishwash,Ezee,102,120,Detergent Powder Liquid,4.4,Medium
17589,Multipurpose Knife - 8 Inch Sleek Plain Edge,Kitchen Garden & Pets,Kitchen Accessories,Crystal,55,60,Knives & Peelers,3.9,Low
17591,Notebook - Soft Bound Un Ruled Long Size,Cleaning & Household,Stationery,Ravi,48,48,Notebooks Files Folders,3.8,Low
17643,Banana Chips Pepper,Snacks & Branded Foods,Snacks & Namkeen,Ela,70,70,Namkeen & Savoury Snacks,,Low
17651,Eggs - Regular,Eggs Meat & Fish,Eggs,Fresho,83.16,100,Farm Eggs,,Low
17699,Hearty Whole Wheat Bread Mix,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,99,249,Home Baking,,Low
17752,Octave Glass Tumbler Set,Kitchen Garden & Pets,Crockery & Cutlery,Cello,409,485,Glassware,2.7,Medium
17753,Founders Private Reserve Trio,Beverages,Tea,VAHDAM,1995,1995,Leaf & Dust Tea,,High
17807,Organics Hair Oil - Karippan Thailam,Beauty & Hygiene,Hair Care,18 Herbs,210,210,Hair Oil & Serum,4.7,Medium
17808,Stainless Steel Copper Bottom Cook & Serve Handi-Parpu Chetty Set,Kitchen Garden & Pets,Cookware & Non Stick,BB Home,549,999,Cook And Serve,,High
17809,Germ Fighter Handwash Neem 750 ml + Multi-purpose Disinfectant Cleaner 500 ml,Cleaning & Household,All Purpose Cleaners,Godrej Protekt,222.5,249,Disinfectant Spray & Cleaners,,Medium
17811,Dark Fantasy - Choco Fills,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,210.87,360,Cream Biscuits & Wafers,4.3,Medium
17898,Dust Tea,Beverages,Tea,Wagh Bakri,450,450,Leaf & Dust Tea,4.2,Medium
17912,Himalayan Multiflora Honey,Gourmet & World Food,Sauces Spreads & Dips,NectWorks Honey,229.5,270,Honey & Maple Syrup,,Medium
17913,Pork - Mortadella with Pistachios P.G.I Sliced,Eggs Meat & Fish,Sausages Bacon & Salami,Fresho Signature,492.3,547,Pork & Ham,,Medium
17924,Lip Defense,Beauty & Hygiene,Skin Care,Sebamed,427,427,Lip Care,4.5,Medium
17966,Fine California Almond Flour,Foodgrains Oil & Masala,Dry Fruits,Urban Platter,382.5,425,Other Dry Fruits,4.6,Medium
17967,Ashwagandha Churna,Beauty & Hygiene,Health & Medicine,Dabur,135,135,Ayurveda,,Medium
17968,Oil Free Acne Wash Facial Cleanser,Beauty & Hygiene,Skin Care,Neutrogena,585,650,Face Care,4.2,High
17969,Chopping Board With Handle - Bamboo Wood BH 102,Kitchen Garden & Pets,Kitchen Accessories,BB Home,299,449,Choppers & Graters,,Medium
18128,Cocktail Sausages - Chicken,Eggs Meat & Fish,Sausages Bacon & Salami,Republic of Chicken,292.5,325,Chicken Sausages,,Medium
18129,Color Naturals Creme Riche Sachet,Beauty & Hygiene,Hair Care,Garnier,49,49,Hair Color,5,Low
18135,Anti Hair Fall Oil,Beauty & Hygiene,Hair Care,Himalaya,207,230,Hair Oil & Serum,4.2,Medium
18181,Non-Stick Appam Patra/Panniyarkal With Steel Lid - Diamond Series,Kitchen Garden & Pets,Cookware & Non Stick,Anjali,549,745,Kadai & Fry Pans,3.7,High
18234,Powder - Rajasthani Mirch,Foodgrains Oil & Masala,Masalas & Spices,JK,98,98,Powdered Spices,4.4,Low
18235,ShotÃ‚ Body Spray - Gold Dynamic,Beauty & Hygiene,Fragrances & Deos,Layerr,159.2,199,Body Sprays & Mists,4.4,Medium
18236,Laundry Detergent For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,999,999,Baby Laundry,4.3,High
18287,Protein Bars - Double Cocoa,Gourmet & World Food,Cereals & Breakfast,The Whole Truth,85,100,Cereal & Granola Bars,5,Low
18340,Glass Water Bottle With Round Base - Yellow BB1362,Kitchen Garden & Pets,Storage & Accessories,BB Home,209,499,Water & Fridge Bottles,,Medium
18341,Baby Happy Cotton Pads With D Panthenol Chamomile & Plantago Extract,Beauty & Hygiene,Health & Medicine,Bella,116,129,Cotton & Ear Buds,5,Medium
18342,Cross Whisky/Juice Glass Tumbler,Kitchen Garden & Pets,Crockery & Cutlery,BB Home,539,709,Glassware,,High
18394,Pork - Oxford Sausages,Eggs Meat & Fish,Sausages Bacon & Salami,ALF-FARMS,165,165,Pork & Ham,,Medium
18447,Instant Filter Coffee - Decoction,Beverages,Coffee,Mr South,65,65,Instant Coffee,3.7,Low
18449,Drink - Fresh 'N' Juicy Mango,Beverages,Fruit Juices & Drinks,Frooti,15,15,Juices,,Low
18450,Premium Low Gi Natural Herbal Sugar - Diabetic Friendly,Foodgrains Oil & Masala,Salt Sugar & Jaggery,Trucrose,150,150,Sugarfree Sweeteners,5,Medium
18452,Neem Plus Ras,Beauty & Hygiene,Health & Medicine,Meghdoot,215,215,Ayurveda,,Medium
